0.16666667	[work, flow, fields, understand, fields, used, creating, work, flows]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, work]
0.2857143	[work, flow, fields, understand, fields, used, creating, work, flows]	[know, understand, work, flow, product]	[understand, work]
0.15384616	[work, flow, fields, understand, fields, used, creating, work, flows]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, work]
0.27272728	[work, flow, fields, understand, fields, used, creating, work, flows]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, flow, work]
0.25	[work, flow, fields, understand, fields, used, creating, work, flows]	[desired, work, package, work, work, packages, tab]	[work, work]
0	[work, flow, fields, understand, fields, used, creating, work, flows]	[click, update]	[]
0.14285715	[work, flow, fields, understand, fields, used, creating, work, flows]	[make, desired, changes, work, package]	[work]
0.23529412	[work, flow, fields, understand, fields, used, creating, work, flows]	[changes, include, moving, work, package, state, work, flow]	[work, work]
0.13333334	[work, flow, fields, understand, fields, used, creating, work, flows]	[declaring, approval, content, associated, work, package]	[work]
0.25	[work, flow, fields, understand, fields, used, creating, work, flows]	[adjusting, hours, spent, current, stage, work, flow]	[work, flow]
0.14285715	[work, flow, fields, understand, fields, used, creating, work, flows]	[adding, note, work, package, information]	[work]
0.22222222	[work, flow, fields, understand, fields, used, creating, work, flows]	[approving, content, select, state, work, flow, select, approval, option]	[work, flow]
0	[work, flow, fields, understand, fields, used, creating, work, flows]	[click, save]	[]
0.16666667	[work, flow, fields, understand, fields, used, creating, work, flows]	[work, package, updated]	[work]
0.09090909	[following, tables, fields, used, creating, work, flows]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work]
0.16666667	[following, tables, fields, used, creating, work, flows]	[know, understand, work, flow, product]	[work]
0.083333336	[following, tables, fields, used, creating, work, flows]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work]
0.1	[following, tables, fields, used, creating, work, flows]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work]
0.14285715	[following, tables, fields, used, creating, work, flows]	[desired, work, package, work, work, packages, tab]	[work]
0	[following, tables, fields, used, creating, work, flows]	[click, update]	[]
0.16666667	[following, tables, fields, used, creating, work, flows]	[make, desired, changes, work, package]	[work]
0.13333334	[following, tables, fields, used, creating, work, flows]	[changes, include, moving, work, package, state, work, flow]	[work]
0.15384616	[following, tables, fields, used, creating, work, flows]	[declaring, approval, content, associated, work, package]	[work]
0.14285715	[following, tables, fields, used, creating, work, flows]	[adjusting, hours, spent, current, stage, work, flow]	[work]
0.16666667	[following, tables, fields, used, creating, work, flows]	[adding, note, work, package, information]	[work]
0.125	[following, tables, fields, used, creating, work, flows]	[approving, content, select, state, work, flow, select, approval, option]	[work]
0	[following, tables, fields, used, creating, work, flows]	[click, save]	[]
0.2	[following, tables, fields, used, creating, work, flows]	[work, package, updated]	[work]
0.22222222	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, work, flow]
0.23529412	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[know, understand, work, flow, product]	[work, flow]
0.20689656	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, work, flow]
0.24	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, work, flow]
0.21052632	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[desired, work, package, work, work, packages, tab]	[work, work]
0	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[click, update]	[]
0.11764706	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[make, desired, changes, work, package]	[work]
0.3	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[changes, include, moving, work, package, state, work, flow]	[work, work, flow]
0.11111111	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[declaring, approval, content, associated, work, package]	[work]
0.21052632	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[adjusting, hours, spent, current, stage, work, flow]	[work, flow]
0.11764706	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[adding, note, work, package, information]	[work]
0.1904762	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[approving, content, select, state, work, flow, select, approval, option]	[work, flow]
0	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[click, save]	[]
0.13333334	[work, flow, basic, details, field, description, use, identifies, general, purpose, work, flow]	[work, package, updated]	[work]
0.14285715	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, work]
0.22222222	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[know, understand, work, flow, product]	[work, flow]
0.13333334	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, work]
0.23076923	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, flow, work]
0.2	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[desired, work, package, work, work, packages, tab]	[work, work]
0	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[click, update]	[]
0.22222222	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[make, desired, changes, work, package]	[make, work]
0.1904762	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[changes, include, moving, work, package, state, work, flow]	[work, work]
0.10526316	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[declaring, approval, content, associated, work, package]	[work]
0.2	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[adjusting, hours, spent, current, stage, work, flow]	[work, flow]
0.11111111	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[adding, note, work, package, information]	[work]
0.18181819	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[approving, content, select, state, work, flow, select, approval, option]	[work, flow]
0	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[click, save]	[]
0.125	[description, purpose, work, flow, that, necessary, users, use, description, make, choice, work, flows]	[work, package, updated]	[work]
0.18181819	[product, applicability, select, product, work, flow, used]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, flow]
0.33333334	[product, applicability, select, product, work, flow, used]	[know, understand, work, flow, product]	[work, flow]
0.16666667	[product, applicability, select, product, work, flow, used]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, flow]
0.2	[product, applicability, select, product, work, flow, used]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, flow]
0.14285715	[product, applicability, select, product, work, flow, used]	[desired, work, package, work, work, packages, tab]	[work]
0	[product, applicability, select, product, work, flow, used]	[click, update]	[]
0.16666667	[product, applicability, select, product, work, flow, used]	[make, desired, changes, work, package]	[work]
0.26666668	[product, applicability, select, product, work, flow, used]	[changes, include, moving, work, package, state, work, flow]	[work, flow]
0.15384616	[product, applicability, select, product, work, flow, used]	[declaring, approval, content, associated, work, package]	[work]
0.2857143	[product, applicability, select, product, work, flow, used]	[adjusting, hours, spent, current, stage, work, flow]	[work, flow]
0.16666667	[product, applicability, select, product, work, flow, used]	[adding, note, work, package, information]	[work]
0.375	[product, applicability, select, product, work, flow, used]	[approving, content, select, state, work, flow, select, approval, option]	[select, work, flow]
0	[product, applicability, select, product, work, flow, used]	[click, save]	[]
0.2	[product, applicability, select, product, work, flow, used]	[work, package, updated]	[work]
0.32	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, work, work, flow]
0.26666668	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[know, understand, work, flow, product]	[work, flow]
0.22222222	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, work, flow]
0.3478261	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, work, flow, work]
0.3529412	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[desired, work, package, work, work, packages, tab]	[work, work, work]
0	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[click, update]	[]
0.13333334	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[make, desired, changes, work, package]	[work]
0.33333334	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[changes, include, moving, work, package, state, work, flow]	[work, work, flow]
0.125	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[declaring, approval, content, associated, work, package]	[work]
0.23529412	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[adjusting, hours, spent, current, stage, work, flow]	[work, flow]
0.13333334	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[adding, note, work, package, information]	[work]
0.21052632	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[approving, content, select, state, work, flow, select, approval, option]	[work, flow]
0	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[click, save]	[]
0.15384616	[parent, work, flow, parent, work, flow, used, beginning, work, flow]	[work, package, updated]	[work]
0.1904762	[parent, child, selected, work, flow, progression]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, flow]
0.36363637	[parent, child, selected, work, flow, progression]	[know, understand, work, flow, product]	[work, flow]
0.17391305	[parent, child, selected, work, flow, progression]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, flow]
0.21052632	[parent, child, selected, work, flow, progression]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, flow]
0.15384616	[parent, child, selected, work, flow, progression]	[desired, work, package, work, work, packages, tab]	[work]
0	[parent, child, selected, work, flow, progression]	[click, update]	[]
0.18181819	[parent, child, selected, work, flow, progression]	[make, desired, changes, work, package]	[work]
0.2857143	[parent, child, selected, work, flow, progression]	[changes, include, moving, work, package, state, work, flow]	[work, flow]
0.16666667	[parent, child, selected, work, flow, progression]	[declaring, approval, content, associated, work, package]	[work]
0.30769232	[parent, child, selected, work, flow, progression]	[adjusting, hours, spent, current, stage, work, flow]	[work, flow]
0.18181819	[parent, child, selected, work, flow, progression]	[adding, note, work, package, information]	[work]
0.26666668	[parent, child, selected, work, flow, progression]	[approving, content, select, state, work, flow, select, approval, option]	[work, flow]
0	[parent, child, selected, work, flow, progression]	[click, save]	[]
0.22222222	[parent, child, selected, work, flow, progression]	[work, package, updated]	[work]
0.15384616	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, state]
0.25	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[know, understand, work, flow, product]	[work, flow]
0.14285715	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, state]
0.25	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, state, details]
0.11111111	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[desired, work, package, work, work, packages, tab]	[work]
0	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[click, update]	[]
0.125	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[make, desired, changes, work, package]	[work]
0.21052632	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[changes, include, moving, work, package, state, work, flow]	[work, state]
0.11764706	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[declaring, approval, content, associated, work, package]	[work]
0.22222222	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[adjusting, hours, spent, current, stage, work, flow]	[work, flow]
0.125	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[adding, note, work, package, information]	[work]
0.2	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[approving, content, select, state, work, flow, select, approval, option]	[work, flow]
0	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[click, save]	[]
0.14285715	[work, flow, state, details, field, description, state, use, identifies, purpose, state]	[work, package, updated]	[work]
0.16666667	[weight, sets, percentage, work, packages, planned, hours, assign, state]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, state]
0.14285715	[weight, sets, percentage, work, packages, planned, hours, assign, state]	[know, understand, work, flow, product]	[work]
