0.2962963	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, package, work, package]
0.11764706	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[know, understand, work, flow, product]	[work]
0.20689656	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, package, work]
0.24	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, work, package]
0.31578946	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[desired, work, package, work, work, packages, tab]	[work, package, work]
0	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[click, update]	[]
0.23529412	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[make, desired, changes, work, package]	[work, package]
0.3	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[changes, include, moving, work, package, state, work, flow]	[work, package, work]
0.22222222	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[declaring, approval, content, associated, work, package]	[work, package]
0.10526316	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[adjusting, hours, spent, current, stage, work, flow]	[work]
0.23529412	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[adding, note, work, package, information]	[work, package]
0.0952381	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[approving, content, select, state, work, flow, select, approval, option]	[work]
0	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[click, save]	[]
0.26666668	[work, package, assignment, notification, work, package, assignment, notification, email, point, contact, cordap]	[work, package, updated]	[work, package]
0.25	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, package, assigned]
0.14285715	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[know, understand, work, flow, product]	[work]
0.15384616	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, package]
0.18181819	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, package]
0.25	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[desired, work, package, work, work, packages, tab]	[work, package]
0	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[click, update]	[]
0.2857143	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[make, desired, changes, work, package]	[work, package]
0.23529412	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[changes, include, moving, work, package, state, work, flow]	[work, package]
0.26666668	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[declaring, approval, content, associated, work, package]	[work, package]
0.125	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[adjusting, hours, spent, current, stage, work, flow]	[work]
0.2857143	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[adding, note, work, package, information]	[work, package]
0.11111111	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[approving, content, select, state, work, flow, select, approval, option]	[work]
0	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[click, save]	[]
0.33333334	[time, work, package, assigned, you, cordap, sends, autogenerated, email]	[work, package, updated]	[work, package]
0.16	[email, provides, key, details, work, package, step, responsible, quick, links]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[work, package]
0.13333334	[email, provides, key, details, work, package, step, responsible, quick, links]	[know, understand, work, flow, product]	[work]
0.14814815	[email, provides, key, details, work, package, step, responsible, quick, links]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[work, package]
0.17391305	[email, provides, key, details, work, package, step, responsible, quick, links]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[work, package]
0.23529412	[email, provides, key, details, work, package, step, responsible, quick, links]	[desired, work, package, work, work, packages, tab]	[work, package]
0	[email, provides, key, details, work, package, step, responsible, quick, links]	[click, update]	[]
0.26666668	[email, provides, key, details, work, package, step, responsible, quick, links]	[make, desired, changes, work, package]	[work, package]
0.22222222	[email, provides, key, details, work, package, step, responsible, quick, links]	[changes, include, moving, work, package, state, work, flow]	[work, package]
0.25	[email, provides, key, details, work, package, step, responsible, quick, links]	[declaring, approval, content, associated, work, package]	[work, package]
0.11764706	[email, provides, key, details, work, package, step, responsible, quick, links]	[adjusting, hours, spent, current, stage, work, flow]	[work]
0.26666668	[email, provides, key, details, work, package, step, responsible, quick, links]	[adding, note, work, package, information]	[work, package]
0.10526316	[email, provides, key, details, work, package, step, responsible, quick, links]	[approving, content, select, state, work, flow, select, approval, option]	[work]
0	[email, provides, key, details, work, package, step, responsible, quick, links]	[click, save]	[]
0.30769232	[email, provides, key, details, work, package, step, responsible, quick, links]	[work, package, updated]	[work, package]
0.11764706	[add, cordapinnovatia]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[add]
0	[add, cordapinnovatia]	[know, understand, work, flow, product]	[]
0	[add, cordapinnovatia]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[]
0	[add, cordapinnovatia]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[]
0	[add, cordapinnovatia]	[desired, work, package, work, work, packages, tab]	[]
0	[add, cordapinnovatia]	[click, update]	[]
0	[add, cordapinnovatia]	[make, desired, changes, work, package]	[]
0	[add, cordapinnovatia]	[changes, include, moving, work, package, state, work, flow]	[]
0	[add, cordapinnovatia]	[declaring, approval, content, associated, work, package]	[]
0	[add, cordapinnovatia]	[adjusting, hours, spent, current, stage, work, flow]	[]
0	[add, cordapinnovatia]	[adding, note, work, package, information]	[]
0	[add, cordapinnovatia]	[approving, content, select, state, work, flow, select, approval, option]	[]
0	[add, cordapinnovatia]	[click, save]	[]
0	[add, cordapinnovatia]	[work, package, updated]	[]
0	[net, safe, senders, list, email, program, ensure, email, cordap, delivered, instead, identified, suspicious, junk, email]	[updating, work, package, work, package, state, work, flow, adjust, hours, assigned, add, approvals, edit, information]	[]
0	[net, safe, senders, list, email, program, ensure, email, cordap, delivered, instead, identified, suspicious, junk, email]	[know, understand, work, flow, product]	[]
0.0625	[net, safe, senders, list, email, program, ensure, email, cordap, delivered, instead, identified, suspicious, junk, email]	[work, package, uses, cms, content, ensure, impacted, topics, checked, cms, recent, version, content, available, state, work, flow]	[ensure]
0	[net, safe, senders, list, email, program, ensure, email, cordap, delivered, instead, identified, suspicious, junk, email]	[update, work, packages, transition, state, work, flow, adjust, hours, edit, work, package, details]	[]
0	[net, safe, senders, list, email, program, ensure, email, cordap, delivered, instead, identified, suspicious, junk, email]	[desired, work, package, work, work, packages, tab]	[]
0	[net, safe, senders, list, email, program, ensure, email, cordap, delivered, instead, identified, suspicious, junk, email]	[click, update]	[]
0	[net, safe, senders, list, email, program, ensure, email, cordap, delivered, instead, identified, suspicious, junk, email]	[make, desired, changes, work, package]	[]
0	[net, safe, senders, list, email, program, ensure, email, cordap, delivered, instead, identified, suspicious, junk, email]	[changes, include, moving, work, package, state, work, flow]	[]
